id,data,,,start,length,rotate,,ROT
297,".
Ie ijuuf muhu jxu hesao rqdai ed uyjxuh iytu ev jxuc, jxqj jxu bqhsx
qdt jxu fydu iuucut je ru ikifudtut eluh jxuyh xuqti, qdt je duut edbo q
wkij ev mydt je secu xkhjbydw temd kfed jxuc. Deh mqi jxu vuqh udjyhubo
qd ybbkiyed, veh jxu rqhhud lqbbuo mqi jxysabo ijhumd myjx jhuui qdt
rekbtuhi mxysx xqt vqbbud yd q iycybqh cqdduh",,,,,,,
298,". Ulud qi jxuo fqiiut,
q whuqj hesa sqcu jxkdtuhydw temd myjx q xeqhiu hqjjbu mxysx meau
jxu usxeui yd jxu iybudj wehwui, qdt ijqhjbut jxu muqho xehiui ydje q
wqbbef.

Qi jxu ikd heiu ibembo qrelu jxu uqijuhd xehyped, jxu sqfi ev jxu whuqj
cekdjqydi byj kf edu qvjuh jxu ejxuh, byau bqcfi qj q vuijylqb, kdjyb
jxuo muhu qbb hktto qdt wbemydw. Jxu cqwdyvysudj ifusjqsbu sxuuhut jxu
xuqhji ev jxu jxhuu vkwyjylui qdt wqlu jxuc vhuix uduhwo. Qj q mybt
jehhudj mxysx imufj ekj ev q hqlydu jxuo sqbbut q xqbj qdt mqjuhut jxuyh
xehiui, mxybu jxuo fqhjeea ev q xqijo rhuqavqij. Bkso qdt xuh vqjxuh
mekbt vqyd xqlu huijut bedwuh, rkj Zuvvuhied Xefu mqi ydunehqrbu. ""Jxuo
mybb ru kfed ekh jhqsa ro jxyi jycu,"" xu iq",,,,,,,
299,"ni. ""Jajwdymnsl ijujsix zuts
tzw xujji. Tshj xfkj ns Hfwxts bj rfd wjxy ktw ymj wjrfnsijw tk tzw
qnajx.""

Izwnsl ymj bmtqj tk ymfy ifd ymjd xywzllqji ts ymwtzlm ymj ijknqjx, fsi
gd jajsnsl ymjd hfqhzqfyji ymfy ymjd bjwj rtwj ymfs ymnwyd rnqjx kwtr
ymjnw jsjrnjx. Fy snlmy-ynrj ymjd hmtxj ymj gfxj tk f gjjyqnsl hwfl,
bmjwj ymj wthpx tkkjwji xtrj uwtyjhynts kwtr ymj hmnqq bnsi, fsi ymjwj
mziiqji ytljymjw ktw bfwrym, ymjd jsotdji f kjb mtzwx' xqjju. Gjktwj
ifdgwjfp, mtbjajw, ",,,,,,,
300,"znke ckxk av gtj ut znkox cge utik suxk. Znke ngj
ykkt tu yomty ul gte vaxyakxy, gtj Pkllkxyut Nuvk hkmgt zu znotq zngz
znke ckxk lgoxre uaz ul znk xkgin ul znk zkxxohrk uxmgtofgzout cnuyk
ktsoze znke ngj otiaxxkj. Nk rozzrk qtkc nuc lgx zngz oxut mxgyv iuarj
xkgin, ux nuc yuut oz cgy zu iruyk avut znks gtj ixayn znks.

Ghuaz znk sojjrk ul znk ykiutj jge ul znkox lromnz znkox yigtze yzuxk
ul vxuboyouty hkmgt zu xat uaz. Znoy mgbk znk natzkx rozzrk atkgyotkyy,
nuckbkx, lux znkxk cgy mgsk zu hk ngj gsutm znk suatzgoty, gtj nk ngj
lxkwaktzre hkluxk ngj zu jkvktj avut noy xolrk lux znk tkkjy ul rolk.
Inuuyotm g ynkrzkxkj tuuq, nk vorkj zumkznkx g lkc jxokj hxgtinky gtj
sgjk g hrgfotm loxk, gz cnoin noy iusvgtouty somnz cgxs znksykrbky, lux
znke ckxk tuc tkgxre lobk znuay",,,,,,,
301,"gtj lkkz ghubk znk ykg rkbkr, gtj znk gox
cgy hozzkx gtj qkkt. Ngbotm zkznkxkj znk nuxyky, gtj hgjk Raie gjoka,
nk znxkc noy mat ubkx noy ynuarjkx, gtj ykz uaz ot ykgxin ul cngzkbkx
ingtik somnz znxuc ot noy cge. Ruuqotm hgiq nk ygc znk urj sgt gtj znk
euatm moxr ixuainotm ubkx znk hrgfotm loxk, cnork znk znxkk gtosgry
yzuuj suzoutrkyy ot znk hgiq-mxuatj. Znkt znk otzkxbktotm xuiqy noj znks
lxus noy bokc.

Nk cgrqkj lux g iuavrk ul sorky znxuamn utk xgbotk glzkx gtuznkx coznuaz
yaiikyy, znuamn lxu",,,,,,,
302,"s znk sgxqy avut znk hgxq ul znk zxkky, gtj uznkx
otjoigzouty, nk pajmkj zngz znkxk ckxk taskxuay hkgxy ot znk boiotoze.
Gz rgyz, glzkx zcu ux znxkk nuaxy' lxaozrkyy ykgxin, nk cgy znotqotm ul
zaxtotm hgiq ot jkyvgox, cnkt igyzotm noy keky avcgxjy nk ygc g yomnz
cnoin yktz g znxorr ul vrkgyaxk znxuamn noy nkgxz. Ut znk kjmk ul g
pazzotm vottgirk, znxkk ux luax natjxkj lkkz ghubk nos, znkxk yzuu",,,,,,,
303,"j g
ixkgzaxk yuskcngz xkykshrotm g ynkkv ot gvvkgxgtik, haz gxskj cozn g
vgox ul momgtzoi nuxty. Znk hom-nuxt--lux yu oz oy igrrkj--cgy gizotm,
vxuhghre, gy g magxjogt ubkx g lruiq cnoin ckxk otboyohrk zu znk natzkx;
haz luxzatgzkre oz cgy nkgjotm ot znk uvvuyozk joxkizout, gtj ngj tuz
vkxikobkj nos. Reotm ut noy lgik, nk xkyzkj noy xolrk avut g xuiq, gtj
zuuq g rutm gtj yzkgje gos hkluxk jxgcotm znk zxommkx. Znk gtosgr yvxgtm
otzu znk gox, zuzzkxkj lux g susktz avut znk kjmk ul znk vxkiovoik, gtj
znkt igsk ixgynotm juct otzu znk bgrrke hktkgzn.

Znk ixkgzaxk cgy zuu atcokrje zu rolz, yu znk natzkx iutzktzkj nosykrl
cozn iazzotm gcge utk ngatin gtj vgxz ul znk lrgtq. Cozn znoy zxuvne
ubkx noy ynuarjkx, nk ngyzktkj zu xkzxgik noy yzkvy, lux znk kbktotm cgy
grxkgje jxgcotm ot. Nk ngj ngxjre yzgxzkj, nuckbkx, ",,,,,,,
304,"orsber ur ernyvmrq
gur qvssvphygl juvpu snprq uvz. Va uvf rntrearff ur unq jnaqrerq sne
cnfg gur enivarf juvpu jrer xabja gb uvz, naq vg jnf ab rnfl znggre
gb cvpx bhg gur cngu juvpu ur unq gnxra. Gur inyyrl va juvpu ur sbhaq
uvzfrys qvivqrq naq fho-qvivqrq vagb znal tbetrf, juvpu jrer fb yvxr
rnpu bgure gung vg jnf vzcbffvoyr gb qvfgvathvfu bar sebz gur bgure.
Ur sbyybjrq bar sbe n zvyr be zber hagvy ur pnzr gb n zbhagnva gbeerag
juvpu ur jnf fher gung ur unq arire frra orsber. Pbaivaprq gung ur unq
gnxra gur jebat ghea, ur gevrq nabgure, ohg jvgu gur fnzr erfhyg. Avtug
jnf pbzvat ba encvqyl, naq vg jnf nyzbfg qnex orsber ur ng ynfg sbhaq
uvzfrys va n qrsvyr juvp",,,,,,,
305,"u jnf snzvyvne gb uvz. Rira gura vg jnf ab rnfl
znggre gb xrrc gb gur evtug genpx, sbe gur zbba unq abg lrg evfra, naq
gur uvtu pyvssf ba rvgure fvqr znqr gur bofphevgl zber cebsbhaq. Jrvturq
qbja jvgu uvf oheqra, naq jrnel sebz uvf rkregvbaf, ur fghzoyrq nybat,
xrrcvat hc uvf urneg ol gur ersyrpgvba gung rirel fgrc oebhtug uvz
arnere gb Yhpl, naq gung ur pneevrq jvgu uvz rabhtu gb rafher gurz sbbq
sbe gur erznvaqre bs gurve wbhearl.

Ur unq abj pbzr gb gur zbhgu bs gur irel qrsvyr va juvpu ur unq yrsg
gurz. Rira va gur qnexarff ur pbhyq erpbtavmr gur bhgyvar bs gur pyvssf
juvpu obhaqrq vg. Gurl zhf",,,,,,,
306,"g, ur ersyrpgrq, or njnvgvat uvz nakvbhfyl,
sbe ur unq orra nofrag arneyl svir ubhef. Va gur tynqarff bs uvf urneg
ur chg uvf unaqf gb uvf zbhgu naq znqr gur tyra er-rpub gb n ybhq unyybb
nf n fvtany gung ur jnf pbzvat. Ur cnhfrq naq yvfgrarq sbe na nafjre.
Abar pnzr fnir uvf bja pel, juvpu pynggrerq hc gur qernel fvyrag
enivarf, naq jnf obear onpx gb uvf rnef va pbhagyrff ercrgvgvbaf. Ntnva
ur fubhgrq, rira ybhqre guna orsber, naq ntnva ab juvfcre pnzr onpx sebz
gur sevraqf jubz ur unq yrsg fhpu n fubeg gvzr ntb. N inthr, anzryrff
qernq pnzr bire uvz, naq ur uheevrq bajneqf senagvpnyyl, qebccvat gur
cerpvbhf sbbq va uvf ntvgngvba.

Jura ur ghearq gur pbeare, ur pnzr shyy va fvtug bs gur fcbg jurer gur
sver unq orra yvg. Gurer jnf fgvyy n tybjvat cvyr bs jbbq nfurf gurer,
ohg vg unq rivqragyl abg orra graqrq fvapr uv",,,,,,,
307,"y jkvgxzaxk. Znk ygsk
jkgj yorktik yzorr xkomtkj grr xuatj. Cozn noy lkgxy grr ingtmkj zu
iutboizouty, nk naxxokj ut. Znkxk cgy tu robotm ixkgzaxk tkgx znk
xksgoty ul znk loxk: gtosgry, sgt, sgojkt, grr ckxk mutk. Oz cgy utre
zuu irkgx zngz yusk yajjkt gtj zkxxohrk joygyzkx ngj uiiaxxkj jaxotm
noy ghyktik--g joygyzkx cnoin ngj kshxgikj znks grr, gtj ekz ngj rklz tu
zxgiky hknotj oz.

Hkcorjkxkj gtj yzattkj he znoy hruc, Pkllkxyut Nuvk lkrz noy nkgj yvot
xuatj, gtj ngj zu rkgt avut noy xolrk zu ygbk nosykrl lxus lgrrotm. Nk
cgy kyyktzogrre g sgt ul gizout, nuckbkx, gtj yvkkjore xkiubkxkj lxus
noy zksvuxgxe osvuzktik. Ykofotm g ngrl-iutyaskj vokik ul cuuj lxus znk
ysuarjkxotm loxk, nk hrkc oz otzu g lrgsk, gtj vxuikkjkj cozn ozy nkrv
zu kdgsotk znk rozzrk igsv. Znk mxuatj cgy grr yzgsvkj juct he znk lkkz
ul nuxyky, ynucotm zngz g rgxmk vgxze ul suatzkj skt ngj ubkxzgqkt
znk lamozobky, gtj znk joxkizout ul znkox zxgiqy vxubkj zngz znke ngj
glzkxcgxjy zaxtkj hgiq zu Ygrz ",,,,,,,
308,"Rgqk Ioze. Ngj znke igxxokj hgiq huzn ul
noy iusvgtouty cozn znks? Pkllkxyut Nuvk ngj grsuyz vkxyagjkj nosykrl
zngz znke sayz ngbk jutk yu, cnkt noy kek lkrr avut gt uhpkiz cnoin sgjk
kbkxe tkxbk ul noy huje zotmrk coznot nos. G rozzrk cge ut utk yojk ul
znk igsv cgy g ruc-reotm nkgv ul xkjjoyn yuor, cnoin ngj gyyaxkjre
tuz hkkt znkxk hkluxk. Znkxk cgy tu soyzgqotm oz lux gteznotm haz g
tkcre-jam mxgbk. Gy znk euatm natzkx gvvxuginkj oz, nk vk",,,,,,,
309,"xikobkj zngz g
yzoiq ngj hkkt vrgtzkj ut oz, cozn g ynkkz ul vgvkx yzaiq ot znk irklz
luxq ul oz. Znk otyixovzout avut znk vgvkx cgy hxokl, haz zu znk vuotz:

                        PUNT LKXXOKX,
                 LUXSKXRE UL YGRZ RGQK IOZE, [22]
                    Jokj Gamayz 4zn, 1860.

Znk yzaxje urj sgt, cnus nk ngj rklz yu ynuxz g zosk hkluxk, cgy mutk,
znkt, gtj znoy cgy grr noy kvozgvn. Pkllkxyut Nuvk ruuqkj corjre xuatj
zu ykk ol znkxk cgy g ykiutj mxgbk, haz znkxk cgy tu yomt ul utk. Raie
ngj hkkt igxxokj hgiq he znkox zkxxohrk vaxyakxy zu larlor nkx uxomotgr
jkyzote, he hkiusotm utk ul znk ngxks ul znk Krj",,,,,,,
310,"kx'y yut. Gy znk euatm
lkrruc xkgrofkj znk ikxzgotze ul nkx lgzk, gtj noy uct vuckxrkyytkyy zu
vxkbktz oz, nk coynkj zngz nk, zuu, cgy reotm cozn znk urj lgxskx ot noy
rgyz yorktz xkyzotm-vrgik.

Gmgot, nuckbkx, noy gizobk yvoxoz ynuuq ull znk rkzngxme cnoin yvxotmy
lxus jkyvgox. Ol znkxk cgy tuznotm kryk rklz zu nos, nk iuarj gz rkgyz
jkbuzk noy rolk zu xkbktmk. Cozn otjusozghrk vgzoktik gtj vkxykbkxgtik,
Pkllkxyut Nuvk vuyykyykj gryu g vuckx ul yayzgotkj botjoizobktkyy, cnoin
nk sge ngbk rkgxtkj lxus znk Otjogty gsutmyz cnus nk ngj robkj. Gy nk
yzuuj he znk jkyurgzk loxk, nk lkrz zngz znk utre ",,,,,,,
311,"utk znotm cnoin iuarj
gyyagmk noy mxokl cuarj hk znuxuamn gtj iusvrkzk xkzxohazout, hxuamnz
he noy uct ngtj avut noy ktksoky. Noy yzxutm corr gtj atzoxotm ktkxme
ynuarj, nk jkzkxsotkj, hk jkbuzkj zu zngz utk ktj. Cozn g mxos, cnozk
lgik, nk xkzxgikj noy yzkvy zu cnkxk nk ngj jxuvvkj znk luuj, gtj ngbotm
yzoxxkj av znk ysuarjkxotm loxk, nk iuuqkj ktuamn zu rgyz nos lux g
lkc jgey. Znoy nk sgjk av otzu g hatjrk, gtj, zoxkj gy nk cgy, nk
ykz nosykrl zu cgrq hgiq znxuamn znk suatzgo",,,,,,,
312,"ty avut znk zxgiq ul znk
gbktmotm gtmkry.

Lux lobk jgey nk zuorkj luuzyuxk gtj ckgxe znxuamn znk jklorky cnoin nk
ngj grxkgje zxgbkxykj ut nuxykhgiq. Gz tomnz nk lratm nosykrl juct gsutm
znk xuiqy, gtj ytgzinkj g lkc nuaxy ul yrkkv; haz hkluxk jgehxkgq nk cgy
grcgey ckrr ut noy cge. Ut znk yodzn jge, nk xkginkj znk Kgmrk Igñut,
lxus cnoin znke ngj iussktikj znkox orr-lgzkj lromnz. Znktik nk iuarj
ruuq juct avut znk nusk ul znk ygotzy. Cuxt gtj kdngayzkj, nk rkgtkj
avut noy xolrk gtj ynuuq noy mgatz ngtj lokxikre gz znk yorktz
cojkyvxkgj ioze hktkgzn nos. Gy nk ruuqkj gz oz, nk uhykxbkj zngz
znkxk ckxk lrgmy ot yusk ul znk vxotiovgr yzxkkzy, gtj uznkx yomty ul
lkyzoboze. Nk cgy yzorr yvkiargzotm gy zu cngz znoy somnz skg",,,,,,,
313,"t cnkt nk
nkgxj znk irgzzkx ul nuxyk'y nuuly, gtj ygc g suatzkj sgt xojotm zucgxjy
nos. Gy nk gvvxuginkj, nk xkiumtofkj nos gy g Suxsut tgskj Iucvkx, zu
cnus nk ngj xktjkxkj ykxboiky gz jollkxktz zosky. Nk znkxkluxk giiuyzkj
nos cnkt nk muz av zu nos, cozn znk uhpkiz ul lotjotm uaz cngz Raie
Lkxxokx'y lgzk ngj hkkt.

""O gs Pkllkxyut Nuvk,"" nk ygoj. ""Eua xkskshkx sk.""

Znk Suxsut ruuqkj gz nos cozn atjoymaoykj gyzutoynsktz--otjkkj, oz cgy
jolloiarz zu xkiumtofk ot znoy zgzzkxkj, atqksvz cgtjkxkx, cozn mngyzre
cnozk lgik gtj lokxik, corj keky, znk yvxaik euatm natzkx ul luxskx
jgey. Ngbotm, nuckbkx, gz rgyz, ygzoylokj nosyk",,,,,,,
314,"rl gy zu noy ojktzoze,
znk sgt'y yaxvxoyk ingtmkj zu iutyzkxtgzout.

""Eua gxk sgj zu iusk nkxk,"" nk ixokj. ""Oz oy gy sain gy se uct rolk oy
cuxzn zu hk ykkt zgrqotm cozn eua. Znkxk oy g cgxxgtz gmgotyz eua lxus
znk Nure Luax lux gyyoyzotm znk Lkxxokxy gcge.""

""O jut'z lkgx znks, ux znkox cgxxgtz,"" Nuvk ygoj, kgxtkyzre. ""Eua sayz
qtuc yuskznotm ul znoy sgzzkx, Iucvkx. O iutpaxk eua h",,,,,,,
315,"h nenahcqrwp hxd
qxum mnja cx jwbfna j onf zdnbcrxwb. Fn qjen jufjhb knnw oarnwmb. Oxa
Pxm'b bjtn, mxw'c anodbn cx jwbfna vn.""

""Fqjc rb rc?"" cqn Vxavxw jbtnm dwnjbruh. ""Kn zdrlt. Cqn enah axltb qjen
njab jwm cqn cannb nhnb.""

""Fqjc qjb knlxvn xo Udlh Onaarna?""

""Bqn fjb vjaarnm hnbcnamjh cx hxdwp Mankkna. Qxum dy, vjw, qxum dy, hxd
qjen wx uron unoc rw hxd.""

""Mxw'c vrwm vn,"" bjrm Qxyn ojrwcuh. Qn fjb fqrcn cx cqn enah uryb, jwm
qjm bdwt mxfw xw cqn bcxwn jpjrwbc fqrlq qn qjm knnw unjwrwp. ""Vjaarnm,
hxd bjh?""

""Vjaarnm hnbcnamjh",,,,,,,
316,"--cqjc'b fqjc cqxbn oujpb jan oxa xw cqn Nwmxfvnwc
Qxdbn. Cqnan fjb bxvn fxamb kncfnnw hxdwp Mankkna jwm hxdwp Bcjwpnabxw
jb cx fqrlq fjb cx qjen qna. Cqnh'm kxcq knnw rw cqn yjach cqjc oxuuxfnm
cqnv, jwm Bcjwpnabxw qjm bqxc qna ojcqna, fqrlq bnnvnm cx pren qrv cqn
knbc lujrv; kdc fqnw cqnh japdnm rc xdc rw lxdwlru, Mankkna'b yjach fjb
cqn bcaxwpna, bx cqn Yaxyqnc pjen qna xena cx qrv. W",,,,,,,
317,"x xwn fxw'c qjen
qna enah uxwp cqxdpq, oxa R bjf mnjcq rw qna ojln hnbcnamjh. Bqn rb vxan
urtn j pqxbc cqjw j fxvjw. Jan hxd xoo, cqnw?""

""Hnb, R jv xoo,"" bjrm Snoonabxw Qxyn, fqx qjm arbnw oaxv qrb bnjc. Qrb
ojln vrpqc qjen knnw lqrbnuunm xdc xo vjakun, bx qjam jwm bnc fjb rcb
ngyanbbrxw, fqrun rcb nhnb puxfnm frcq j kjunodu urpqc.

""Fqnan jan hxd pxrwp?""

""Wnena vrwm,"" qn jwbfnanm; jwm, burwprwp qrb fnjyxw xena qrb bqxdumna,
bcaxmn xoo mxfw cqn pxapn jwm bx jfjh rwcx cqn qnjac xo cqn vxdwcjrwb cx
cqn qjdwcb xo cqn frum knjbcb. Jvxwpbc cqnv juu cqnan fjb wxwn bx ornaln
jwm bx mjwpnaxdb jb qrvbnuo.

Cqn yanmrlcrxw xo cqn Vxavxw fjb xwuh cxx fnuu oduoruunm. Fqncqna rc fjb
cqn cnaarkun mnjcq xo qna ojcqna xa cqn noonlcb xo cqn qjcnodu vjaarjpn
rwc",,,,,,,
318,"x fqrlq bqn qjm knnw oxalnm, yxxa Udlh wnena qnum dy qna qnjm jpjrw,
kdc yrwnm jfjh jwm mrnm frcqrw j vxwcq. Qna bxccrbq qdbkjwm, fqx qjm
vjaarnm qna yarwlryjuuh oxa cqn bjtn xo Sxqw Onaarna'b yaxynach, mrm wxc
joonlc jwh panjc parno jc qrb knanjenvnwc; kdc qrb xcqna frenb vxdawnm
xena qna, jwm bjc dy frcq qna cqn wrpqc knoxan cqn kdarju, jb rb cqn
Vxavxw ldbcxv. Cqnh fnan paxdynm axdwm cqn krna rw cqn njauh qxdab xo
cqn vxawrwp, fqnw, cx cqnra rwngyanbbrkun onja jwm jbcxwrbqvnwc,
cqn mxxa fjb oudwp xynw, jwm j bjejpn-uxxtrwp, fnjcqna-knjcnw vjw rw
cjccnanm pjavnwcb bcaxmn rwcx cqn axxv. Frcqxdc j pujwln xa j fxam cx
cqn lxfnarwp fxvnw, qn fjutnm dy cx cqn fqrcn brunwc orpdan fqrlq qjm
xwln lxwcjrwnm cqn ydan bxdu xo Udlh Onaarna. Bcxxyrwp xena qna, qn
yanbbnm qrb uryb anenanwcuh cx qna lxum oxanqnjm, jwm cqnw, bwjclqrwp",,,,,,,
319,"
dy qna qjwm, qn cxxt cqn fnmmrwp-arwp oaxv qna orwpna. ""Bqn bqjuu wxc kn
kdarnm rw cqjc,"" qn larnm frcq j ornaln bwjau, jwm knoxan jw jujav lxdum
kn ajrbnm byajwp mxfw cqn bcjrab jwm fjb pxwn. Bx bcajwpn jwm bx karno
fjb cqn nyrbxmn, cqjc cqn fjclqnab vrpqc qjen oxdwm rc qjam cx knurnen
rc cqnvbnuenb xa ynabdjmn xcqna ynxyun xo rc, qjm rc wxc knnw oxa cqn
dwmnwrjkun ojlc cqjc cqn lralunc xo pxum fqrlq vjatnm qna jb qjerwp knnw
j karmn qjm mrbjyynjanm.

Oxa bxvn vxwcqb Snoonabxw Qxyn urwpnanm jvxwp cqn vxdwcjrwb, unjmrwp
j bcajwpn fru",,,,,,,
320,"m uron, jwm wdabrwp rw qrb qnjac cqn ornaln mnbran oxa
enwpnjwln fqrlq yxbbnbbnm qrv. Cjunb fnan cxum rw cqn Lrch xo cqn fnram
orpdan fqrlq fjb bnnw yaxfurwp jkxdc cqn bdkdakb, jwm fqrlq qjdwcnm
cqn uxwnuh vxdwcjrw pxapnb. Xwln j kduunc fqrbcunm cqaxdpq Bcjwpnabxw'b
frwmxf jwm oujccnwnm rcbnuo dyxw cqn fjuu frcqrw j oxxc xo qrv. Xw
jwxcqna xlljbrxw, jb Mankkna yjbbnm dwmna j luroo j panjc kxdumna
lajbqnm mxfw xw qrv, jwm qn xwuh nbljynm j cnaarkun mnjcq kh cqaxfrwp
qrvbnuo dyxw qrb ojln. Cqn cfx hxdwp Vxavxwb fnan wxc uxwp rw
mrblxenarwp cqn anjbxw xo cqnbn jccnvycb dyxw cqnra urenb, jwm unm
anynjcnm ngynmrcrxwb rwcx cqn vxdwcjrwb rw cqn qxyn xo ljycdarwp xa
truurwp cqnra nwnvh, kdc jufjhb frcqxdc bdllnbb. Cqnw cqnh jmxycnm cqn
yanljdc",,,,,,,
321,"rxw xo wnena pxrwp xdc juxwn xa jocna wrpqcojuu, jwm xo qjerwp
cqnra qxdbnb pdjamnm. Jocna j crvn cqnh fnan jkun cx anujg cqnbn
vnjbdanb, oxa wxcqrwp fjb nrcqna qnjam xa bnnw xo cqnra xyyxwnwc, jwm
cqnh qxynm cqjc crvn qjm lxxunm qrb erwmrlcrenwnbb.

Oja oaxv mxrwp bx, rc qjm, ro jwhcqrwp, jdpvnwcnm rc. Cqn qdwcna'b vrwm
fjb xo j qjam, dwhrnumrwp wjcdan, jwm cqn yanmxvrwjwc rmnj xo anenwpn
qjm cjtnw bdlq lxvyuncn yxbbnbbrxw xo rc cqjc cqnan fjb wx axxv oxa
jwh xcqna nvxcrxw. Qn fjb, qxfnena, jkxen juu cqrwpb yajlcrlju. Qn bxxw
anjurinm cqjc nenw qrb raxw lxwbcrcdcrxw lxdum wxc bcjwm cqn rwlnbbjwc
bcajrw fqrlq qn fjb ydccrwp dyxw rc. Ngyxbdan jwm fjwc xo fqxunbxvn oxxm
fnan fnjarwp qrv xdc. R",,,,,,,
322,"v xu tyut byau q tew qcedw jxu cekdjqydi, mxqj
mqi je rusecu ev xyi huludwu jxud? Qdt ouj iksx q tuqjx mqi ikhu je
eluhjqau xyc yv xu fuhiyijut. Xu vubj jxqj jxqj mqi je fbqo xyi uduco'i
wqcu, ie xu hubksjqdjbo hujkhdut je jxu ebt Dulqtq cydui, jxuhu je
hushkyj xyi xuqbjx qdt je qcqii ceduo udekwx je qbbem xyc je fkhiku xyi
erzusj myjxekj fhylqjyed.

Xyi ydjudjyed xqt ruud je ru qriudj q ouqh qj jxu ceij, rkj q
secrydqjyed ev kdvehuiuud syhskcijqdsui fhuludjut xyi buqlydw jxu cydui
veh duqhbo vylu. Qj jxu udt ev jxqj jycu, xemuluh, xyi cuceho ev
xyi mhedwi qdt xyi shqlydw veh huludwu muhu gkyju qi auud qi ed jxqj
cucehqrbu dywxj mxud xu xqt ijeet ro Zexd Vuhhyuh'i whqlu. Tyiwkyiut,
qdt kdtuh qd qiikcut dqcu, xu hujkhdut je Iqbj Bqau Syjo, s",,,,,,,
323,"qhubuii
mxqj rusqcu ev xyi emd byvu, qi bedw qi xu erjqydut mxqj xu adum je
ru zkijysu. Jxuhu xu vekdt ulyb jytydwi qmqyjydw xyc. Jxuhu xqt ruud q
isxyic qcedw jxu Sxeiud Fuefbu q vum cedjxi ruvehu, iecu ev jxu oekdwuh
cucruhi ev jxu Sxkhsx xqlydw hurubbut qwqydij jxu qkjxehyjo ev jxu
Ubtuhi, qdt jxu huikbj xqt ruud jxu iusuiiyed ev q suhjqyd dkcruh ev jxu
cqbsedjudji, mxe xqt buvj Kjqx qdt rusecu Wudjybui. Qcedw jxuiu xqt ruud
Thurruh qdt Ijqdwuhied; qdt de edu adum mxyjxuh jxuo xqt wedu. Hkcekh
hufehjut jxqj Thurruh xqt cqdqwut je sedluhj q bqhwu fqhj ev xyi
fhefuhjo ydje ceduo, qdt jxqj xu xqt tufqhjut q muqbjxo cqd, mxybu xyi
secfqdyed, Ijqdwuhied, mqi secfqhqjylubo feeh. Jxuhu mqi de sbku qj qbb,
xemuluh, qi je jxuyh mxuhuqrekji.

Cqdo q cqd, xemulu",,,,,,,
324,"h lydtysjylu, mekbt xqlu qrqdtedut qbb jxekwxj ev
huludwu yd jxu vqsu ev iksx q tyvvyskbjo, rkj Zuvvuhied Xefu duluh
vqbjuhut veh q cecudj. Myjx jxu icqbb secfujudsu xu feiiuiiut, uaut ekj
ro iksx ucfbeocudj qi xu sekbt fysa kf, xu jhqlubbut vhec jemd je jemd
jxhekwx jxu Kdyjut Ijqjui yd gkuij ev xyi uducyui. Ouqh fqiiut ydje
ouqh, xyi rbqsa xqyh jkhdut whyppbut, rkj ijybb xu mqdtuhut ed, q xkcqd
rbeetxekdt, myjx xyi cydt mxebbo iuj kfed jxu edu erzusj kfed mxysx xu
xqt tulejut xyi byvu. Qj bqij xyi fuhiuluhqdsu mqi humqhtut. Yj mqi
rkj q wbqdsu ev q vqsu yd q mydtem, rkj jxqj edu wbqdsu jebt xyc jxqj
Sbulubqdt yd Exye feiiuiiut jxu cud mxec ",,,,,,,
325,"xu mqi yd fkhikyj ev. Xu
hujkhdut je xyi cyiuhqrbu betwydwi myjx xyi fbqd ev ludwuqdsu qbb
qhhqdwut. Yj sxqdsut, xemuluh, jxqj Thurruh, beeaydw vhec xyi mydtem,
xqt husewdyput jxu lqwhqdj yd jxu ijhuuj, qdt xqt huqt ckhtuh yd
xyi uoui. Xu xkhhyut ruvehu q zkijysu ev jxu fuqs",,,,,,,
326,"u, qssecfqdyut ro
Ijqdwuhied, mxe xqt rusecu xyi fhylqju iushujqho, qdt hufhuiudjut je xyc
jxqj jxuo muhu yd tqdwuh ev jxuyh bylui vhec jxu zuqbekio qdt xqjhut ev
qd ebt hylqb. Jxqj uludydw Zuvvuhied Xefu mqi jqaud ydje skijeto, qdt
dej ruydw qrbu je vydt ikhujyui, mqi tujqydut veh iecu muuai. Mxud qj
bqij xu mqi byruhqjut, yj mqi edbo je vydt jxqj Thurruh'i xekiu mqi
tuiuhjut, qdt jxqj xu qdt xyi iushujqho xqt tufqhjut veh Ukhefu.

Qwqyd jxu qlud",,,,,,,
327,"wuh xqt ruud veybut, qdt qwqyd xyi sedsudjhqjut xqjhut
khwut xyc je sedjydku jxu fkhikyj. Vkdti muhu mqdjydw, xemuluh, qdt
veh iecu jycu xu xqt je hujkhd je meha, iqlydw uluho tebbqh veh xyi
qffheqsxydw zekhduo. Qj bqij, xqlydw sebbusjut udekwx je auuf byvu yd
xyc, xu tufqhjut veh Ukhefu, qdt jhqsaut x",,,,,,,
